Ground-truth,frame,xnano,ynano,znano,intensity 
10222,  1327, 1880.304, 3916.349, 201.454, 10155.496 
10223,  1328, 1880.304, 3916.349, 201.454, 10155.496 
10224,  1329, 1880.304, 3916.349, 201.454, 10155.496 
10225,  1330, 1880.304, 3916.349, 201.454, 3816.175 
10226,   659, 1880.162, 3903.398, 180.050, 6060.400 
10227,   662, 1880.162, 3903.398, 180.050, 7892.972 
10228,   663, 1880.162, 3903.398, 180.050, 10122.473 
10229,   664, 1880.162, 3903.398, 180.050, 8533.099 
10230,   670, 1880.162, 3903.398, 180.050, 1986.942 
10231,  2481, 1882.397, 3908.916, 181.187, 4573.927 
10232,  2482, 1882.397, 3908.916, 181.187, 10188.695 
10233,  2483, 1882.397, 3908.916, 181.187, 8389.052 
10234,  1261, 1847.946, 3989.616, 206.311, 780.031 
10235,  1885, 1847.645, 3978.940, 220.734, 6570.919 
10236,  1886, 1847.645, 3978.940, 220.734, 10078.090 
10237,  1887, 1847.645, 3978.940, 220.734, 1738.648 
10238,   201, 1876.111, 4066.776, 93.362, 9687.941 
10239,   202, 1876.111, 4066.776, 93.362, 10117.115 
10240,  1762, 1861.238, 4096.098, 95.250, 6528.538 
10241,   401, 1898.901, 4049.095, 105.953, 6620.345 
10242,   402, 1898.901, 4049.095, 105.953, 3029.354 
10243,  1730, 1884.725, 4076.986, 106.449, 6819.042 
10244,  1731, 1884.725, 4076.986, 106.449, 1255.266 
10245,  1732, 1884.725, 4076.986, 106.449, 375.435 
10246,  1733, 1884.725, 4076.986, 106.449, 10163.262 
10247,  1734, 1884.725, 4076.986, 106.449, 1629.979 
10248,  1738, 1884.725, 4076.986, 106.449, 123.438 
10249,    29, 1886.469, 4074.569, 85.832, 6266.247 
10250,    30, 1886.469, 4074.569, 85.832, 5128.244 
10251,  1195, 1877.867, 4089.678, 87.967, 4440.600 
10252,  1196, 1877.867, 4089.678, 87.967, 9190.672 
10253,   178, 1891.064, 4058.298, 103.471, 1655.211 
10254,   179, 1891.064, 4058.298, 103.471, 10073.822 
10255,   180, 1891.064, 4058.298, 103.471, 3237.889 
10256,   240, 1864.354, 4095.209, 98.902, 2830.800 
10257,   728, 1895.868, 4072.782, 87.884, 6917.675 
10258,   730, 1895.868, 4072.782, 87.884, 9258.268 
10259,   731, 1895.868, 4072.782, 87.884, 6438.320 
10260,  1476, 1877.745, 4066.799, 100.835, 5369.615 
10261,  1477, 1877.745, 4066.799, 100.835, 960.474 
10262,   895, 1883.029, 4087.148, 100.577, 1637.867 
10263,   896, 1883.029, 4087.148, 100.577, 3010.683 
10264,   776, 1873.396, 4072.853, 93.824, 2596.730 
10265,  1474, 1885.553, 4058.176, 90.610, 4615.780 
10266,  1475, 1885.553, 4058.176, 90.610, 10095.032 
10267,  1476, 1885.553, 4058.176, 90.610, 3145.895 
10268,    65, 1865.848, 4088.257, 100.587, 2950.192 
10269,  1190, 1885.021, 4078.030, 86.325, 7887.085 
10270,   846, 1866.631, 4087.848, 100.517, 378.435 
10271,   880, 1881.554, 4062.422, 97.588, 570.922 
10272,   883, 1881.554, 4062.422, 97.588, 1291.229 
10273,   884, 1881.554, 4062.422, 97.588, 114.493 
10274,   888, 1881.554, 4062.422, 97.588, 1446.252 
10275,    99, 1897.325, 4045.830, 101.564, 7393.910 
10276,   100, 1897.325, 4045.830, 101.564, 1354.065 
10277,  1384, 1871.721, 4095.753, 86.097, 7613.925 
10278,  1385, 1871.721, 4095.753, 86.097, 10062.238 
10279,  1386, 1871.721, 4095.753, 86.097, 10062.238 
10280,  1387, 1871.721, 4095.753, 86.097, 10062.238 
10281,  1388, 1871.721, 4095.753, 86.097, 10062.238 
10282,  1389, 1871.721, 4095.753, 86.097, 10018.538 
10283,   983, 1894.870, 4053.460, 104.671, 8303.593 
10284,   984, 1894.870, 4053.460, 104.671, 8769.433 
10285,  2261, 1877.738, 4093.740, 101.889, 1626.306 
10286,  2262, 1877.738, 4093.740, 101.889, 4917.150 
10287,  1426, 1885.910, 4051.708, 97.375, 3645.517 
10288,  1427, 1885.910, 4051.708, 97.375, 9625.838 
10289,  1720, 1894.981, 4062.225, 105.255, 6760.087 
10290,  1721, 1894.981, 4062.225, 105.255, 10133.400 
10291,  1722, 1894.981, 4062.225, 105.255, 10133.400 
10292,  1723, 1894.981, 4062.225, 105.255, 8784.591 
10293,  1485, 1890.317, 4060.809, 87.628, 5776.798 
10294,  1486, 1890.317, 4060.809, 87.628, 10113.239 
10295,  1487, 1890.317, 4060.809, 87.628, 829.943 
10296,   601, 1876.165, 4085.994, 102.322, 3451.398 
10297,   606, 1876.165, 4085.994, 102.322, 4872.338 
10298,   607, 1876.165, 4085.994, 102.322, 8567.446 
10299,  1748, 1898.387, 4055.348, 87.909, 4117.280 
10300,  1749, 1898.387, 4055.348, 87.909, 10110.299 
10301,  1750, 1898.387, 4055.348, 87.909, 3332.321 
10302,  2330, 1879.364, 4095.196, 88.964, 2969.497 
10303,  2331, 1879.364, 4095.196, 88.964, 2059.826 
10304,   769, 1882.273, 4086.009, 88.759, 1400.490 
10305,  1892, 1899.724, 4056.044, 89.435, 624.542 
10306,  1893, 1899.724, 4056.044, 89.435, 10147.405 
10307,  1894, 1899.724, 4056.044, 89.435, 574.238 
10308,   132, 1820.093, 4050.858, 233.137, 2256.077 
10309,  2249, 1801.842, 4086.936, 247.778, 4998.825 
10310,  2254, 1801.842, 4086.936, 247.778, 6187.435 
10311,  2255, 1801.842, 4086.936, 247.778, 8481.053 
10312,   447, 1829.372, 4015.388, 211.580, 8888.305 
10313,   448, 1829.372, 4015.388, 211.580, 4388.719 
10314,   419, 1804.429, 4082.573, 241.629, 3230.439 
10315,   420, 1804.429, 4082.573, 241.629, 9326.472 
10316,  2313, 1838.280, 4002.502, 227.823, 3882.704 
10317,   593, 1812.685, 4024.856, 233.042, 4031.381 
10318,   594, 1812.685, 4024.856, 233.042, 4480.566 
10319,   853, 1807.665, 4068.490, 244.335, 4354.946 
10320,   854, 1807.665, 4068.490, 244.335, 360.835 
10321,   330, 1825.086, 4011.066, 234.306, 9514.343 
10322,   331, 1825.086, 4011.066, 234.306, 2432.614 
10323,  1193, 1802.345, 4043.777, 236.055, 4269.851 
10324,  1194, 1802.345, 4043.777, 236.055, 5128.011 
10325,  1892, 1802.581, 4095.314, 245.116, 2868.165 
10326,  1893, 1802.581, 4095.314, 245.116, 4306.629 
10327,  1894, 1802.581, 4095.314, 245.116, 6083.389 
10328,  1227, 1811.682, 4063.948, 238.944, 547.327 
10329,  1234, 1811.682, 4063.948, 238.944, 5181.126 
10330,  1235, 1811.682, 4063.948, 238.944, 2275.759 
10331,    96, 1830.051, 4018.631, 230.718, 2679.727 
10332,    88, 1809.377, 4075.020, 241.981, 1061.712 
10333,    89, 1809.377, 4075.020, 241.981, 361.802 
10334,  1888, 1810.589, 4048.180, 242.480, 3588.045 
10335,  1576, 1821.102, 4001.480, 217.524, 2018.662 
10336,   476, 1839.041, 4006.541, 219.667, 5906.057 
10337,   477, 1839.041, 4006.541, 219.667, 10097.487 
10338,   478, 1839.041, 4006.541, 219.667, 10097.487 
10339,   479, 1839.041, 4006.541, 219.667, 10097.487 
10340,   480, 1839.041, 4006.541, 219.667, 3082.162 
10341,  1250, 1810.378, 4042.580, 225.615, 6583.867 
10342,  1251, 1810.378, 4042.580, 225.615, 3444.493 
10343,   281, 1811.900, 4061.103, 229.488, 8947.181 
10344,   282, 1811.900, 4061.103, 229.488, 9003.668 
10345,   285, 1811.900, 4061.103, 229.488, 9602.680 
10346,   286, 1811.900, 4061.103, 229.488, 7350.741 
10347,  1041, 1841.184, 4007.304, 222.234, 1572.765 
10348,  1043, 1841.184, 4007.304, 222.234, 247.541 
10349,  1044, 1841.184, 4007.304, 222.234, 10109.811 
10350,  1045, 1841.184, 4007.304, 222.234, 5815.902 
10351,   390, 1804.494, 4073.438, 246.925, 974.827 
10352,   391, 1804.494, 4073.438, 246.925, 2462.248 
10353,   394, 1804.494, 4073.438, 246.925, 5846.030 
10354,   395, 1804.494, 4073.438, 246.925, 10060.749 
10355,   396, 1804.494, 4073.438, 246.925, 10060.749 
10356,   397, 1804.494, 4073.438, 246.925, 10060.749 
10357,   398, 1804.494, 4073.438, 246.925, 1574.553 
10358,  1765, 1806.945, 4076.526, 245.097, 6451.862 
10359,  1766, 1806.945, 4076.526, 245.097, 168.056 
10360,   347, 1817.141, 4027.542, 234.942, 8161.040 
10361,   348, 1817.141, 4027.542, 234.942, 1155.128 
10362,  1747, 1803.237, 4071.747, 247.448, 2591.047 
10363,    66, 1823.203, 4046.282, 230.016, 7884.355 
10364,    67, 1823.203, 4046.282, 230.016, 10135.783 
10365,    68, 1823.203, 4046.282, 230.016, 7865.770 
10366,    72, 1823.203, 4046.282, 230.016, 3423.654 
10367,   885, 1806.491, 4056.212, 224.110, 8618.385 
10368,   886, 1806.491, 4056.212, 224.110, 10049.545 
10369,   887, 1806.491, 4056.212, 224.110, 10049.545 
10370,   888, 1806.491, 4056.212, 224.110, 10049.545 
10371,   889, 1806.491, 4056.212, 224.110, 150.484 
10372,  1365, 1822.061, 4012.841, 230.142, 4561.724 
10373,  1366, 1822.061, 4012.841, 230.142, 5508.804 
10374,  1367, 1822.061, 4012.841, 230.142, 3321.843 
10375,   454, 1822.480, 4005.845, 228.805, 7132.245 
10376,   455, 1822.480, 4005.845, 228.805, 10056.241 
10377,  1579, 1817.844, 4014.417, 232.623, 6475.629 
10378,  1580, 1817.844, 4014.417, 232.623, 10053.066 
10379,  1581, 1817.844, 4014.417, 232.623, 10053.066 
10380,  1582, 1817.844, 4014.417, 232.623, 10053.066 
10381,  1583, 1817.844, 4014.417, 232.623, 10053.066 
10382,  1584, 1817.844, 4014.417, 232.623, 8275.679 
10383,  1585, 1817.844, 4014.417, 232.623, 2194.341 
10384,  1591, 1817.844, 4014.417, 232.623, 1355.669 
10385,  1592, 1817.844, 4014.417, 232.623, 4703.200 
10386,  1593, 1817.844, 4014.417, 232.623, 547.351 
10387,   574, 1817.052, 4038.681, 241.211, 4914.667 
10388,   575, 1817.052, 4038.681, 241.211, 10031.669 
10389,   576, 1817.052, 4038.681, 241.211, 606.676 
10390,  1538, 1842.520, 4005.608, 216.087, 1326.962 
10391,   666, 1835.720, 4011.076, 215.932, 1977.859 
10392,   667, 1835.720, 4011.076, 215.932, 10030.145 
10393,   668, 1835.720, 4011.076, 215.932, 10030.145 
10394,   669, 1835.720, 4011.076, 215.932, 211.630 
10395,  2008, 1815.597, 4016.465, 231.560, 888.838 
10396,  2009, 1815.597, 4016.465, 231.560, 3409.412 
10397,   609, 1828.015, 4011.049, 234.211, 4374.272 
10398,   613, 1828.015, 4011.049, 234.211, 8317.103 
10399,   614, 1828.015, 4011.049, 234.211, 1588.989 
10400,  1868, 1813.019, 4020.745, 231.277, 1674.360 
10401,  1850, 1817.639, 4052.419, 238.589, 5713.809 
10402,  1851, 1817.639, 4052.419, 238.589, 7356.189 
10403,  1853, 1817.639, 4052.419, 238.589, 658.239 
10404,  1854, 1817.639, 4052.419, 238.589, 1021.000 
10405,  1855, 1817.639, 4052.419, 238.589, 483.354 
10406,  2343, 1831.779, 4011.779, 229.553, 5017.534 
10407,  1818, 1811.674, 4072.627, 239.489, 1318.003 
10408,  1819, 1811.674, 4072.627, 239.489, 10065.253 
10409,  1820, 1811.674, 4072.627, 239.489, 4091.458 
10410,  1509, 1826.807, 4029.484, 232.094, 1890.580 
10411,  1517, 1826.807, 4029.484, 232.094, 1852.834 
10412,  1728, 1815.644, 4022.435, 232.793, 2400.059 
10413,  1729, 1815.644, 4022.435, 232.793, 1162.184 
10414,  1730, 1815.644, 4022.435, 232.793, 5233.083 
10415,  1731, 1815.644, 4022.435, 232.793, 3011.100 
10416,  1734, 1815.644, 4022.435, 232.793, 1808.148 
10417,  1735, 1815.644, 4022.435, 232.793, 4347.229 
10418,  1744, 1815.644, 4022.435, 232.793, 1679.917 
10419,  1745, 1815.644, 4022.435, 232.793, 7874.333 
10420,  1746, 1815.644, 4022.435, 232.793, 370.829 
10421,  1349, 1816.604, 4030.176, 221.017, 1978.170 
10422,  1350, 1816.604, 4030.176, 221.017, 10114.730 
10423,  1351, 1816.604, 4030.176, 221.017, 5737.254 
10424,  1698, 1811.204, 4037.249, 237.109, 9726.806 
10425,  1699, 1811.204, 4037.249, 237.109, 10097.046 
10426,  1700, 1811.204, 4037.249, 237.109, 10097.046 
10427,  1701, 1811.204, 4037.249, 237.109, 1422.585 
10428,  1499, 1812.799, 4030.116, 224.192, 3892.737 
10429,  1500, 1812.799, 4030.116, 224.192, 1354.400 
10430,  1507, 1812.799, 4030.116, 224.192, 149.719 
10431,  1508, 1812.799, 4030.116, 224.192, 10009.217 
10432,  1509, 1812.799, 4030.116, 224.192, 10009.217 
10433,  1510, 1812.799, 4030.116, 224.192, 10009.217 
10434,  1511, 1812.799, 4030.116, 224.192, 3853.663 
10435,  2391, 1853.438, 4131.694, 87.779, 7875.610 
10436,  2392, 1853.438, 4131.694, 87.779, 2448.093 
10437,   698, 1812.645, 4168.718, 97.394, 1589.130 
10438,   442, 1838.773, 4158.272, 91.244, 8645.506 
10439,   443, 1838.773, 4158.272, 91.244, 2930.868 
10440,  2364, 1833.371, 4163.101, 96.525, 894.548 
10441,  2365, 1833.371, 4163.101, 96.525, 10069.101 
10442,  2366, 1833.371, 4163.101, 96.525, 10069.101 
10443,  2367, 1833.371, 4163.101, 96.525, 10069.101 
10444,  2368, 1833.371, 4163.101, 96.525, 9897.728 
10445,  1885, 1806.909, 4186.832, 80.839, 1011.601 
10446,   690, 1866.605, 4107.387, 83.695, 8215.536 
10447,   691, 1866.605, 4107.387, 83.695, 10133.583 
10448,   692, 1866.605, 4107.387, 83.695, 7759.006 
10449,   396, 1805.386, 4193.682, 81.908, 1568.041 
10450,   397, 1805.386, 4193.682, 81.908, 991.409 
10451,   398, 1805.386, 4193.682, 81.908, 6651.247 
10452,  1548, 1824.603, 4176.986, 82.507, 2520.772 
10453,  2274, 1832.174, 4154.675, 99.900, 2771.090 
10454,    33, 1860.575, 4129.219, 90.562, 784.835 
10455,    34, 1860.575, 4129.219, 90.562, 10121.162 
10456,    35, 1860.575, 4129.219, 90.562, 10121.162 
10457,    36, 1860.575, 4129.219, 90.562, 8464.670 
10458,    37, 1860.575, 4129.219, 90.562, 262.030 
10459,  1779, 1846.754, 4142.281, 98.160, 6281.254 
10460,  1780, 1846.754, 4142.281, 98.160, 6545.583 
10461,  2039, 1830.651, 4138.502, 91.698, 1045.415 
10462,  2041, 1830.651, 4138.502, 91.698, 2050.229 
10463,  2042, 1830.651, 4138.502, 91.698, 7131.866 
10464,   669, 1841.456, 4125.645, 89.022, 2845.614 
10465,   670, 1841.456, 4125.645, 89.022, 5898.417 
10466,  1000, 1800.164, 4195.399, 94.973, 4072.206 
10467,  1001, 1800.164, 4195.399, 94.973, 9920.433 
10468,  1002, 1800.164, 4195.399, 94.973, 9920.433 
10469,  1003, 1800.164, 4195.399, 94.973, 9920.433 
10470,  1004, 1800.164, 4195.399, 94.973, 6167.060 
10471,  1534, 1806.049, 4179.640, 95.533, 3053.376 
10472,  1535, 1806.049, 4179.640, 95.533, 3971.161 
10473,  2354, 1848.853, 4147.367, 94.311, 9837.864 
10474,  2355, 1848.853, 4147.367, 94.311, 6624.687 
10475,  1370, 1835.004, 4145.836, 81.116, 4761.241 
10476,  1371, 1835.004, 4145.836, 81.116, 10024.338 
10477,  1372, 1835.004, 4145.836, 81.116, 10024.338 
10478,  1373, 1835.004, 4145.836, 81.116, 5785.856 
10479,  1374, 1835.004, 4145.836, 81.116, 3015.893 
10480,  2196, 1823.967, 4188.988, 90.002, 3219.067 
10481,  1081, 1844.192, 4120.985, 85.492, 8369.967 
10482,  1082, 1844.192, 4120.985, 85.492, 2346.423 
10483,  1914, 1847.300, 4137.147, 100.863, 5534.977 
10484,  1915, 1847.300, 4137.147, 100.863, 10065.302 
10485,  1916, 1847.300, 4137.147, 100.863, 1200.957 
10486,  2220, 1828.182, 4151.130, 96.874, 1106.840 
10487,  2221, 1828.182, 4151.130, 96.874, 1919.886 
10488,  1617, 1855.270, 4137.238, 99.978, 1668.192 
10489,  1619, 1855.270, 4137.238, 99.978, 2308.715 
10490,  1620, 1855.270, 4137.238, 99.978, 10036.908 
10491,  1621, 1855.270, 4137.238, 99.978, 1741.786 
10492,  1627, 1855.270, 4137.238, 99.978, 1786.472 
10493,  1628, 1855.270, 4137.238, 99.978, 10036.908 
10494,  1629, 1855.270, 4137.238, 99.978, 2108.408 
10495,   470, 1839.231, 4141.844, 84.727, 4233.160 
10496,   471, 1839.231, 4141.844, 84.727, 6852.943 
10497,   472, 1839.231, 4141.844, 84.727, 10004.653 
10498,   473, 1839.231, 4141.844, 84.727, 10004.653 
10499,   474, 1839.231, 4141.844, 84.727, 10004.653 
10500,   475, 1839.231, 4141.844, 84.727, 10004.653 
10501,   476, 1839.231, 4141.844, 84.727, 4691.668 
10502,  1180, 1813.780, 4180.431, 101.951, 4509.047 
10503,  1086, 1850.987, 4117.051, 85.144, 865.761 
10504,  1087, 1850.987, 4117.051, 85.144, 6450.293 
10505,  1088, 1850.987, 4117.051, 85.144, 3587.865 
10506,  1089, 1850.987, 4117.051, 85.144, 10080.977 
10507,  1090, 1850.987, 4117.051, 85.144, 10080.977 
10508,  1091, 1850.987, 4117.051, 85.144, 10080.977 
10509,  1092, 1850.987, 4117.051, 85.144, 8785.925 
10510,  1093, 1850.987, 4117.051, 85.144, 10080.977 
10511,  1094, 1850.987, 4117.051, 85.144, 2657.772 
10512,  1855, 1860.768, 4116.967, 104.367, 1848.361 
10513,  1856, 1860.768, 4116.967, 104.367, 9068.978 
10514,  2186, 1855.472, 4108.401, 101.968, 1767.695 
10515,  2187, 1855.472, 4108.401, 101.968, 10043.006 
10516,  2188, 1855.472, 4108.401, 101.968, 8209.807 
10517,  2191, 1855.472, 4108.401, 101.968, 790.094 
10518,   171, 1837.669, 4134.677, 95.897, 4576.318 
10519,   110, 1850.129, 4130.360, 84.266, 399.301 
10520,   111, 1850.129, 4130.360, 84.266, 10066.729 
10521,   112, 1850.129, 4130.360, 84.266, 10066.729 
10522,   113, 1850.129, 4130.360, 84.266, 3673.907 
10523,   117, 1850.129, 4130.360, 84.266, 2879.624 
10524,   914, 1835.724, 4167.893, 85.030, 3923.634 
10525,   915, 1835.724, 4167.893, 85.030, 7304.216 
10526,  2280, 1841.378, 4155.773, 95.240, 3450.931 
10527,  2281, 1841.378, 4155.773, 95.240, 7511.249 
10528,  2282, 1841.378, 4155.773, 95.240, 9966.004 
10529,  2283, 1841.378, 4155.773, 95.240, 1949.357 
10530,  1326, 1845.972, 4127.886, 86.190, 2033.268 
10531,  1327, 1845.972, 4127.886, 86.190, 8316.392 
10532,  1328, 1845.972, 4127.886, 86.190, 7971.260 
10533,  1331, 1826.117, 4159.425, 102.442, 936.689 
10534,  1332, 1826.117, 4159.425, 102.442, 5427.445 
10535,  1333, 1826.117, 4159.425, 102.442, 3708.869 
10536,  1349, 1826.117, 4159.425, 102.442, 7368.791 
10537,  1350, 1826.117, 4159.425, 102.442, 1215.597 
10538,  1999, 1841.713, 4137.582, 99.983, 1898.805 
10539,  2000, 1841.713, 4137.582, 99.983, 9051.545 
10540,   732, 1855.240, 4132.990, 92.180, 2606.515 
10541,  1245, 1835.040, 4131.938, 89.818, 2198.004 
10542,  1246, 1835.040, 4131.938, 89.818, 10047.982 
10543,  1247, 1835.040, 4131.938, 89.818, 1668.767 
10544,  2359, 1812.700, 4170.308, 88.010, 403.129 
10545,  2361, 1812.700, 4170.308, 88.010, 1393.745 
10546,  2362, 1812.700, 4170.308, 88.010, 10008.761 
10547,  2363, 1812.700, 4170.308, 88.010, 5434.544 
10548,  2364, 1812.700, 4170.308, 88.010, 4242.997 
10549,  2365, 1812.700, 4170.308, 88.010, 10008.761 
10550,  2366, 1812.700, 4170.308, 88.010, 9650.956 
10551,  2367, 1812.700, 4170.308, 88.010, 4719.861 
10552,  1582, 1825.649, 4166.183, 82.070, 613.915 
10553,  1583, 1825.649, 4166.183, 82.070, 10094.757 
10554,  1584, 1825.649, 4166.183, 82.070, 10094.757 
10555,  1585, 1825.649, 4166.183, 82.070, 5339.321 
10556,  1589, 1825.649, 4166.183, 82.070, 9098.672 
10557,  1590, 1825.649, 4166.183, 82.070, 10094.757 
10558,  1591, 1825.649, 4166.183, 82.070, 2636.253 
10559,   278, 1837.909, 4165.009, 92.593, 4725.910 
10560,   279, 1837.909, 4165.009, 92.593, 2676.831 
10561,   462, 1840.267, 4139.880, 82.766, 2466.418 
10562,   463, 1840.267, 4139.880, 82.766, 10019.027 
10563,   464, 1840.267, 4139.880, 82.766, 6570.413 
10564,  1931, 1838.013, 4128.653, 86.704, 7720.316 
10565,  1046, 1831.706, 4167.509, 82.071, 498.842 
10566,  1047, 1831.706, 4167.509, 82.071, 10066.436 
10567,  1048, 1831.706, 4167.509, 82.071, 10066.436 
10568,  1049, 1831.706, 4167.509, 82.071, 1479.050 
10569,   659, 1829.310, 4153.070, 101.513, 4373.922 
10570,   660, 1829.310, 4153.070, 101.513, 2151.434 
10571,   661, 1829.310, 4153.070, 101.513, 541.379 
10572,  2226, 1871.306, 4100.137, 103.471, 2375.832 
10573,  2227, 1871.306, 4100.137, 103.471, 2017.595 
10574,  2160, 1835.730, 4154.582, 82.105, 2240.663 
10575,  2161, 1835.730, 4154.582, 82.105, 9975.356 
10576,  2162, 1835.730, 4154.582, 82.105, 4920.025 
10577,  2166, 1835.730, 4154.582, 82.105, 3451.225 
10578,  1945, 1819.147, 4194.899, 86.572, 2728.013 
10579,  1946, 1819.147, 4194.899, 86.572, 10061.869 
10580,  1947, 1819.147, 4194.899, 86.572, 515.699 
10581,   672, 1867.331, 4117.732, 90.130, 3191.033 
10582,   961, 1825.891, 4163.330, 82.721, 8036.544 
10583,   696, 1806.572, 4192.652, 81.393, 4902.982 
10584,    34, 1825.997, 4187.311, 92.423, 158.374 
10585,    35, 1825.997, 4187.311, 92.423, 642.677 
10586,  1598, 1842.680, 4145.890, 99.509, 5026.204 
10587,  1599, 1842.680, 4145.890, 99.509, 10116.378 
10588,  1600, 1842.680, 4145.890, 99.509, 2206.589 
10589,  1191, 1873.605, 4104.769, 100.782, 7945.742 
10590,  1192, 1873.605, 4104.769, 100.782, 10109.375 
10591,  1193, 1873.605, 4104.769, 100.782, 10109.375 
10592,  1194, 1873.605, 4104.769, 100.782, 9556.732 
10593,   516, 1828.608, 4145.425, 84.543, 3197.477 
10594,   520, 1828.608, 4145.425, 84.543, 5734.988 
10595,   521, 1828.608, 4145.425, 84.543, 10083.551 
10596,   522, 1828.608, 4145.425, 84.543, 10083.551 
10597,   523, 1828.608, 4145.425, 84.543, 9868.659 
10598,   524, 1828.608, 4145.425, 84.543, 89.540 
10599,   518, 1842.463, 4133.026, 102.948, 2668.415 
10600,   519, 1842.463, 4133.026, 102.948, 10054.015 
10601,   520, 1842.463, 4133.026, 102.948, 10054.015 
10602,   521, 1842.463, 4133.026, 102.948, 4724.891 
10603,  1096, 1828.142, 4151.722, 81.313, 3486.215 
10604,  1097, 1828.142, 4151.722, 81.313, 1130.573 
10605,   912, 1822.807, 4162.425, 82.205, 1006.301 
10606,   913, 1822.807, 4162.425, 82.205, 5922.382 
10607,  1471, 1871.107, 4106.156, 86.529, 6626.646 
10608,  1472, 1871.107, 4106.156, 86.529, 1188.776 
10609,  2196, 1849.853, 4122.270, 83.672, 7804.025 
10610,  2197, 1849.853, 4122.270, 83.672, 10075.201 
10611,  2198, 1849.853, 4122.270, 83.672, 6530.913 
10612,  2062, 1857.607, 4116.794, 101.532, 1259.042 
10613,  2063, 1857.607, 4116.794, 101.532, 10131.293 
10614,  2064, 1857.607, 4116.794, 101.532, 10131.293 
10615,  2065, 1857.607, 4116.794, 101.532, 1991.568 
10616,  2068, 1857.607, 4116.794, 101.532, 5942.278 
10617,  1344, 1864.764, 4126.060, 94.046, 1139.969 
10618,  1345, 1864.764, 4126.060, 94.046, 4815.104 
10619,  1351, 1864.764, 4126.060, 94.046, 1164.645 
10620,  2081, 1821.374, 4195.374, 86.783, 8873.882 
10621,  2082, 1821.374, 4195.374, 86.783, 9932.024 
10622,  2083, 1821.374, 4195.374, 86.783, 7792.703 
10623,  1033, 1816.536, 4170.820, 81.947, 239.912 
10624,  1034, 1816.536, 4170.820, 81.947, 9968.018 
10625,  1035, 1816.536, 4170.820, 81.947, 8047.327 
10626,  1036, 1816.536, 4170.820, 81.947, 3346.775 
10627,  1037, 1816.536, 4170.820, 81.947, 5153.197 
10628,   682, 1874.382, 4105.066, 92.761, 3328.506 
10629,   690, 1874.382, 4105.066, 92.761, 2595.698 
10630,    74, 1801.890, 4218.377, 98.178, 1949.140 
10631,    78, 1801.890, 4218.377, 98.178, 2651.910 
10632,    79, 1801.890, 4218.377, 98.178, 5098.339 
10633,   494, 1802.896, 4206.804, 97.039, 4146.559 
10634,   497, 1802.896, 4206.804, 97.039, 2473.704 
10635,   498, 1802.896, 4206.804, 97.039, 9061.063 
10636,   390, 1809.637, 4208.950, 86.255, 3930.767 
10637,   391, 1809.637, 4208.950, 86.255, 9982.987 
10638,   392, 1809.637, 4208.950, 86.255, 9982.987 
10639,   393, 1809.637, 4208.950, 86.255, 9982.987 
10640,   394, 1809.637, 4208.950, 86.255, 1793.314 
10641,  1014, 1810.395, 4211.598, 93.508, 3247.928 
10642,  1015, 1810.395, 4211.598, 93.508, 3471.148 
10643,   799, 1804.702, 4214.310, 91.321, 1282.727 
10644,   800, 1804.702, 4214.310, 91.321, 3218.834 
10645,   282, 1815.216, 4201.799, 91.128, 2383.816 
10646,   283, 1815.216, 4201.799, 91.128, 4990.239 
10647,   415, 1804.814, 4217.351, 80.914, 8099.731 
10648,   416, 1804.814, 4217.351, 80.914, 5668.056 
10649,   511, 1801.319, 4228.337, 93.549, 6330.839 
10650,   512, 1801.319, 4228.337, 93.549, 4968.176 
10651,   646, 1930.714, 2181.982, 206.411, 4866.993 
10652,   647, 1930.714, 2181.982, 206.411, 9676.101 
10653,   648, 1930.714, 2181.982, 206.411, 9676.101 
10654,   649, 1930.714, 2181.982, 206.411, 973.747 
10655,   465, 1901.374, 2167.554, 222.150, 3057.382 
10656,   469, 1901.374, 2167.554, 222.150, 4190.930 
10657,   470, 1901.374, 2167.554, 222.150, 9562.389 
10658,   471, 1901.374, 2167.554, 222.150, 2762.753 
10659,   728, 1934.941, 2180.604, 216.467, 6047.714 
10660,  1732, 1953.509, 2185.724, 206.307, 8174.755 
10661,  1733, 1953.509, 2185.724, 206.307, 9694.535 
10662,  1734, 1953.509, 2185.724, 206.307, 4897.608 
10663,  1736, 1953.509, 2185.724, 206.307, 5728.459 
10664,  1740, 1953.509, 2185.724, 206.307, 4550.313 
10665,  1741, 1953.509, 2185.724, 206.307, 8086.750 
10666,  1589, 1939.838, 2179.648, 210.436, 2153.983 
10667,  1590, 1939.838, 2179.648, 210.436, 9738.626 
10668,  1591, 1939.838, 2179.648, 210.436, 504.043 
10669,  1592, 1939.838, 2179.648, 210.436, 9738.626 
10670,  1593, 1939.838, 2179.648, 210.436, 7854.184 
10671,  1594, 1939.838, 2179.648, 210.436, 1037.892 
10672,  1595, 1939.838, 2179.648, 210.436, 9738.626 
10673,  1596, 1939.838, 2179.648, 210.436, 9738.626 
10674,  1597, 1939.838, 2179.648, 210.436, 5065.743 
10675,  1394, 1937.128, 2176.122, 211.830, 1018.911 
10676,  1397, 1937.128, 2176.122, 211.830, 485.459 
10677,   857, 1929.150, 2194.385, 220.441, 3083.261 
10678,  2427, 1917.056, 2187.112, 209.644, 406.500 
10679,   345, 1915.319, 2172.746, 207.443, 116.104 
